Landkreis	Bundesland	Population	Cases	Deaths	Cases_Per_Million	Deaths_Per_Million	DIVI_Intensivstationen_Covid_Prozent	DIVI_Intensivstationen_Betten_belegt_Prozent	DoublingTime_Cases_Last_Week_Per_100000
Lichtenfels (Landkreis)	Bayern	66741	36301	188	543908	2816	0.0	97.3	
Wunsiedel i. Fichtelgebirge (Landkreis)	Bayern	71482	36827	305	515192	4266	16.7	66.7	
Ansbach (Kreisfreie Stadt)	Bayern	41662	21106	69	506600	1656	0.0	78.3	
Erlangen (Kreisfreie Stadt)	Bayern	113292	45243	151	399348	1332	2.5	92.6	
Fürth (Kreisfreie Stadt)	Bayern	129122	63160	326	489149	2524	9.3	90.7	
Nürnberg (Kreisfreie Stadt)	Bayern	510632	247854	1329	485386	2602	5.5	85.2	
Schwabach (Kreisfreie Stadt)	Bayern	41146	20420	142	496281	3451	25.0	100.0	
Ansbach (Landkreis)	Bayern	186279	93961	281	504410	1508	0.0	80.8	
Erlangen-Höchstadt (Landkreis)	Bayern	139323	69982	197	502300	1413	0.0	100.0	50.5
Fürth (Landkreis)	Bayern	119432	58599	302	490647	2528			
Nürnberger Land (Landkreis)	Bayern	171424	81375	411	474700	2397	0.0	87.0	
Neustadt a.d. Aisch-Bad Windsheim (Landkreis)	Bayern	101788	49346	175	484791	1719	3.3	100.0	
Roth (Landkreis)	Bayern	127520	64807	263	508210	2062	0.0	100.0	
Weißenburg-Gunzenhausen (Landkreis)	Bayern	95523	48469	200	507406	2093	7.7	76.9	
Aschaffenburg (Kreisfreie Stadt)	Bayern	71381	33541	188	469886	2633	10.3	96.6	
Schweinfurt (Kreisfreie Stadt)	Bayern	53585	27970	187	521974	3489	1.6	85.7	
Würzburg (Kreisfreie Stadt)	Bayern	126933	65941	219	519494	1725	2.3	88.3	
Aschaffenburg (Landkreis)	Bayern	174965	83190	341	475466	1948	0.0	85.7	
Bad Kissingen (Landkreis)	Bayern	103454	54421	225	526040	2174	3.1	93.8	
Rhön-Grabfeld (Landkreis)	Bayern	79376	42648	173	537290	2179	4.3	97.2	
Haßberge (Landkreis)	Bayern	84284	44851	168	532141	1993	0.0	100.0	
Kitzingen (Landkreis)	Bayern	91980	45176	178	491150	1935	14.3	85.7	
Miltenberg (Landkreis)	Bayern	128782	65260	245	506747	1902	0.0	100.0	
Main-Spessart (Landkreis)	Bayern	126105	55868	268	443027	2125	0.0	66.7	
Schweinfurt (Landkreis)	Bayern	116134	61958	259	533504	2230	0.0	100.0	
Würzburg (Landkreis)	Bayern	163534	79205	186	484333	1137	0.0	90.0	
Augsburg (Kreisfreie Stadt)	Bayern	296478	139804	741	471549	2499	2.2	90.5	
Kaufbeuren (Kreisfreie Stadt)	Bayern	45118	20892	135	463052	2992	25.0	91.7	
Kempten (Allgäu) (Kreisfreie Stadt)	Bayern	69053	33926	120	491303	1737	2.2	82.6	
Memmingen (Kreisfreie Stadt)	Bayern	44721	20952	43	468504	961	3.2	93.5	
Aichach-Friedberg (Landkreis)	Bayern	135538	66405	178	489936	1313	0.0	78.6	
Augsburg (Landkreis)	Bayern	257790	122410	454	474843	1761	0.0	84.6	
Dillingen a.d. Donau (Landkreis)	Bayern	97985	52501	247	535806	2520	7.1	85.7	
Günzburg (Landkreis)	Bayern	128436	62930	228	489971	1775	4.3	87.2	
Neu-Ulm (Landkreis)	Bayern	177330	79333	295	447374	1663	11.1	88.9	
Lindau (Bodensee) (Landkreis)	Bayern	82330	38659	134	469561	1627	8.3	100.0	
Ostallgäu (Landkreis)	Bayern	143236	74438	297	519687	2073	8.3	100.0	
Unterallgäu (Landkreis)	Bayern	147776	72487	265	490519	1793	14.3	100.0	
Donau-Ries (Landkreis)	Bayern	134986	70832	279	524735	2066	4.0	96.0	22.4
Oberallgäu (Landkreis)	Bayern	157202	76262	210	485121	1335	0.0	85.7	
